f:clf_cats_class,f:clf_cats_score,f:clf_earlySNIa_score,f:clf_elephant_kstest_science,f:clf_elephant_kstest_template,f:clf_snnSnVsOthers_score,f:fink_broker_version,f:fink_science_version,f:lsst_schema_version,f:xm_gaiadr3_DR3Name,f:xm_gaiadr3_Plx,f:xm_gaiadr3_VarFlag,f:xm_gaiadr3_e_Plx,f:xm_gcvs_type,f:xm_legacydr8_e_zphot,f:xm_legacydr8_fqual,f:xm_legacydr8_pstar,f:xm_legacydr8_zphot,f:xm_mangrove_2MASS_name,f:xm_mangrove_HyperLEDA_name,f:xm_mangrove_ang_dist,f:xm_mangrove_lum_dist,f:xm_simbad_otype,f:xm_spicy_class,f:xm_tns_fullname,f:xm_tns_redshift,f:xm_tns_type,f:xm_vsx_Type,f:xm_x3hsp_type,f:xm_x4lac_type,r:apFlux,r:apFluxErr,r:apFlux_flag,r:apFlux_flag_apertureTruncated,r:band,r:bboxSize,r:centroid_flag,r:dec,r:decErr,r:detector,r:diaObjectId,r:diaSourceId,r:dipoleAngle,r:dipoleChi2,r:dipoleFitAttempted,r:dipoleFluxDiff,r:dipoleFluxDiffErr,r:dipoleLength,r:dipoleMeanFlux,r:dipoleMeanFluxErr,r:dipoleNdata,r:extendedness,r:forced_PsfFlux_flag,r:forced_PsfFlux_flag_edge,r:forced_PsfFlux_flag_noGoodPixels,r:glint_trail,r:isDipole,r:isNegative,r:ixx,r:ixxPSF,r:ixy,r:ixyPSF,r:iyy,r:iyyPSF,r:midpointMjdTai,r:observation_reason,r:parentDiaSourceId,r:pixelFlags,r:pixelFlags_bad,r:pixelFlags_cr,r:pixelFlags_crCenter,r:pixelFlags_edge,r:pixelFlags_injected,r:pixelFlags_injectedCenter,r:pixelFlags_injected_template,r:pixelFlags_injected_templateCenter,r:pixelFlags_interpolated,r:pixelFlags_interpolatedCenter,r:pixelFlags_nodata,r:pixelFlags_nodataCenter,r:pixelFlags_offimage,r:pixelFlags_saturated,r:pixelFlags_saturatedCenter,r:pixelFlags_streak,r:pixelFlags_streakCenter,r:pixelFlags_suspect,r:pixelFlags_suspectCenter,r:psfChi2,r:psfFlux,r:psfFluxErr,r:psfFlux_flag,r:psfFlux_flag_edge,r:psfFlux_flag_noGoodPixels,r:psfLnL,r:psfNdata,r:ra,r:raErr,r:ra_dec_Cov,r:reliability,r:salt,r:scienceFlux,r:scienceFluxErr,r:shape_flag,r:shape_flag_no_pixels,r:shape_flag_not_contained,r:shape_flag_parent_source,r:snr,r:ssObjectId,r:target_name,r:templateFlux,r:templateFluxErr,r:timeProcessedMjdTai,r:timeWithdrawnMjdTai,r:trailAngle,r:trailAngleErr,r:trailChi2,r:trailDec,r:trailDecErr,r:trailFlux,r:trailFluxErr,r:trailLength,r:trailLengthErr,r:trailNdata,r:trailRa,r:trailRaErr,r:trail_flag_edge,r:visit,r:x,r:xErr,r:y,r:yErr
13,0.45007005,-1.0,,,0.83882046,4.1,8.39.0,lsst.v10_0,Gaia DR3 3836275818263759616,0.4008,0,0.8226,,0.608,0,0.0,1.865,,,,,QSO,,,,,,,,4003.1042,1090.2378,False,False,z,12,False,2.3014380347557175,2.2171469e-05,92,313985344757301296,170050493364568199,,,False,,,,,,0,0.6436508,False,False,False,False,False,False,0.0785597,0.13234138,-0.020068664,0.006577987,0.032276005,0.1240395,61095.12104436464,alert_cosmos,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1808.3975,2702.8337,420.11896,False,False,False,,1681,149.9940106539991,1.8338209e-05,3.2258092e-11,0.12712327,296,44037.773,413.12573,False,False,False,False,6.39775,0,"ddf_cosmos, lowdust",41298.926,79.071846,61095.12269968496,,-9.20305,,,2.3014245444340253,,2506.1921,152.89558,0.74997544,,0,149.99398019518136,,False,2026022300186,2624.9846,0.40148816,3719.0469,0.32677332
13,0.441352,-1.0,,,0.8388204,4.1,8.39.0,lsst.v10_0,Gaia DR3 3836275818263759616,0.4008,0,0.8226,,0.608,0,0.0,1.865,,,,,QSO,,,,,,,,1512.5543,1103.4214,False,False,z,11,False,2.3014708282843923,1.589579e-05,90,313985344757301296,170050493095084096,,,False,,,,,,0,0.75008583,False,False,False,False,False,False,0.027110573,0.120899424,-0.025360268,0.00095779094,0.042689763,0.10849869,61095.12011995214,alert_cosmos,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1768.9025,2688.1519,435.76233,False,False,False,,1681,149.9938602889577,1.4575529e-05,3.9199464e-12,0.53828615,296,57026.73,429.1032,False,False,False,False,6.0208716,0,"ddf_cosmos, lowdust",54276.09,81.064316,61095.12190798933,,-48.030273,,,2.3014608758814394,,2415.6555,65.74724,0.67131233,,0,149.99387236656395,,False,2026022300184,1858.0171,0.2861838,1568.7847,0.26201937
11,0.54978323,-1.0,,,0.8388326,4.1,8.39.0,lsst.v10_0,Fail,,0,,,,,,,,,,,Fail,,,,,,,,2297.872,1105.5684,False,False,z,12,False,2.3014494541412,1.3722709e-05,90,313985344757301296,170050492558213124,,,False,,,,,,0,0.6472137,False,False,False,False,False,False,0.060180165,0.12457134,0.019175922,0.0063991235,0.028382065,0.10123801,61095.11824617551,alert_cosmos,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1706.647,3531.6404,424.28494,False,False,False,,1681,149.99395742437912,1.036257e-05,2.84787e-11,0.2823462,296,53903.758,415.92453,False,False,False,False,8.019792,0,"ddf_cosmos, lowdust",50272.293,119.86793,61095.11997075515,,42.73753,,,2.301446940096623,,3217.167,53.992622,0.67499816,,0,149.99394325529923,,False,2026022300180,917.71387,0.25273126,43.148098,0.17846504
11,0.7252151,-1.0,,,0.8388155,4.1,8.39.0,lsst.v10_0,Gaia DR3 3836275818263759616,0.4008,0,0.8226,,0.608,0,0.0,1.865,,,,,QSO,,,,,,,,2264.529,1096.6554,False,False,z,10,False,2.301400712023816,2.5812533e-05,91,313985344757301296,170050492424519706,,,False,,,,,,0,0.12698418,False,False,False,False,False,False,0.15620998,0.14201891,-0.09235673,0.010487383,0.16015393,0.1208738,61095.117778549895,alert_cosmos,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1627.6893,2257.6624,437.56137,False,False,False,,1681,149.993955215721,3.053178e-05,-1.179008e-10,0.3237285,296,52833.957,427.4982,False,False,False,False,5.2332234,0,"ddf_cosmos, lowdust",50572.004,99.95059,61095.11943407998,,-24.802212,,,2.3013869008406362,,2545.2844,22.99962,1.2944033,,0,149.99396264475547,,False,2026022300179,3534.8481,0.4484737,509.03558,0.56235373
11,0.46071097,-1.0,,,0.83884656,4.1,8.39.0,lsst.v10_0,Gaia DR3 3836275818263759616,0.4008,0,0.8226,,0.608,0,0.0,1.865,,,,,QSO,,,,,,,,1335.7609,1106.4818,False,False,z,16,False,2.3015394210768565,1.0402514e-05,95,313985344757301296,170050492292399208,,,False,,,,,,0,,False,False,False,False,False,False,,0.16210556,,0.0042839414,,0.14247142,61095.11731047916,alert_cosmos,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1738.0356,4232.9565,451.83557,False,False,False,,1681,149.99387051046043,1.1895754e-05,-1.7819945e-11,0.66995835,296,48556.57,442.17438,True,False,False,False,8.864506,0,"ddf_cosmos, lowdust",44364.867,58.20409,61095.11908834892,,,,,,,,,,,0,,,False,2026022300178,32.39477,0.18031666,3174.9866,0.21977465
11,0.7551887,-1.0,,,0.83881783,4.1,8.39.0,lsst.v10_0,Gaia DR3 3836275818263759616,0.4008,0,0.8226,,0.608,0,0.0,1.865,,,,,QSO,,,,,,,,1183.5182,1107.6094,False,False,z,14,False,2.301392856677167,4.44912e-05,95,313985344757301296,170050492023963664,,,False,,,,,,0,,False,False,False,False,False,False,,0.1763629,,0.0045886002,,0.12968493,61095.11637232581,alert_cosmos,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1666.784,2472.825,443.08704,False,False,False,,1681,149.99398775388778,4.0928328e-05,2.5448585e-10,0.1259014,296,47425.027,435.4074,True,False,False,False,5.6288834,0,"ddf_cosmos, lowdust",44921.39,82.98261,61095.118113465,,,,,,,,,,,0,,,False,2026022300176,3359.4158,0.82909286,367.56592,0.70393175
11,0.7887661,-1.0,,,0.83881736,4.1,8.39.0,lsst.v10_0,Gaia DR3 3836275818263759616,0.4008,0,0.8226,,0.608,0,0.0,1.865,,,,,QSO,,,,,,,,1311.1179,1102.3795,False,False,z,11,False,2.3014504027314184,2.0859829e-05,94,313985344757301296,170050491620786277,,,False,,,,,,0,,False,False,False,False,False,False,,0.1678586,,0.006152154,,0.127845,61095.114964837936,alert_cosmos,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1724.5162,2427.5137,463.0921,False,False,False,,1681,149.99387916678677,2.2052816e-05,-1.100479e-10,0.56707984,296,60066.035,453.8232,True,False,False,False,5.110398,0,"ddf_cosmos, lowdust",57583.688,90.96908,61095.11664662276,,,,,,,,,,,0,,,False,2026022300173,2589.0176,0.3354373,3019.3228,0.43092057
11,0.8053776,-1.0,,,0.8387585,4.1,8.39.0,lsst.v10_0,Gaia DR3 3836275818263759616,0.4008,0,0.8226,,0.608,0,0.0,1.865,,,,,QSO,,,,,,,,1857.8575,357.33585,False,False,g,28,False,2.3014192863946454,7.147563e-07,93,313985344757301296,170050491486044240,-86.58836,180.26785,True,0.0,228.85306,0.0690866,40349.598,114.42653,1638,0.2893812,False,False,False,False,True,False,0.09934231,0.20041391,-0.034760956,-0.023509443,0.20655403,0.21173522,61095.1131727677,alert_cosmos,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2421.5098,1745.0542,211.1548,False,False,False,,1681,149.99389612346368,6.620326e-07,-1.3829088e-14,0.3367931,296,41926.15,210.68987,False,False,False,False,20.078379,0,"ddf_cosmos, lowdust",40182.727,15.608673,61095.11484701284,,6.033165,,,2.301402680723625,,3916.125,3.0825932,1.1138915,,0,149.99376692402797,,False,2026022300172,1892.5562,0.011868522,2579.4104,0.012882677
11,0.6398989,-1.0,,,0.8387585,4.1,8.39.0,lsst.v10_0,Fail,,0,,,,,,,,,,,Fail,,,,,,,,1034.7191,355.72528,False,False,g,27,False,2.3014186701390793,6.385165e-07,91,313985344757301296,170050491350777890,-69.11302,146.11023,True,0.0,208.14479,0.09321285,40851.723,104.072395,2106,,False,False,False,False,True,False,,0.20051993,,-0.029018926,,0.21699952,61095.11270446167,alert_cosmos,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2896.4565,1320.9396,212.22665,False,False,False,,1681,149.99389722495593,5.8852356e-07,-7.766456e-15,0.61577654,296,41905.086,212.87253,True,False,False,False,23.460545,0,"ddf_cosmos, lowdust",40557.598,14.396267,61095.11442305082,,,,,,,,,,,0,,,False,2026022300171,1160.8877,0.010565961,852.0574,0.011494338
11,0.863338,-1.0,,,0.838833,4.1,8.39.0,lsst.v10_0,Fail,,0,,,,,,,,,,,Fail,,,,,,,,1705.9502,359.7932,False,False,g,25,False,2.3014189659963877,5.8903385e-07,96,313985344757301296,170050491219181632,-90.503624,166.05566,True,0.0,210.84035,0.0809295,40441.707,105.42017,1800,0.39593685,False,False,False,False,True,False,0.13288641,0.2131547,-0.059532925,-0.0077646933,0.11822272,0.16090718,61095.11216618589,alert_cosmos,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2760.2637,1307.9065,209.26015,False,False,False,,1681,149.9938958954755,6.1121847e-07,5.3405017e-14,0.46137574,296,41644.855,208.91101,False,False,False,False,23.857561,0,"ddf_cosmos, lowdust",40320.92,22.647776,61095.11393436737,,10.511407,,,2.3013895485351483,,4252.169,5.041468,1.0656271,,0,149.99376738927776,,False,2026022300170,3712.873,0.011586687,2247.7307,0.009934465
11,0.8582314,-1.0,,,0.8388333,4.1,8.39.0,lsst.v10_0,Fail,,0,,,,,,,,,,,Fail,,,,,,,,997.4057,358.1436,False,False,g,26,False,2.3014176307070473,5.8417845e-07,94,313985344757301296,170050490949697539,-82.78629,157.44719,True,0.0,206.73172,0.091985546,40218.63,103.36586,1872,,False,False,False,False,True,False,,0.21044062,,-0.022597523,,0.17245255,61095.111232141004,alert_cosmos,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3189.1426,1299.9442,208.44426,False,False,False,,1681,149.99389731168213,6.1563867e-07,3.805162e-14,0.53726935,296,41304.95,208.34575,True,False,False,False,25.254993,0,"ddf_cosmos, lowdust",39985.0,19.821218,61095.11297067374,,,,,,,,,,,0,,,False,2026022300168,2247.8083,0.011406927,100.910774,0.01013347
11,0.78249675,-1.0,,,0.83884084,4.1,8.39.0,lsst.v10_0,Fail,,0,,,,,,,,,,,Fail,,,,,,,,1097.2267,360.28406,False,False,g,28,False,2.301421160096025,5.788909e-07,83,313985344757301296,170050490809712689,-79.20349,127.52281,True,0.0,195.3451,0.08285987,40245.168,97.67255,2268,,False,False,False,False,True,False,,0.24185634,,-0.01595117,,0.1904426,61095.110766933474,alert_cosmos,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2445.0422,1130.74,213.74863,False,False,False,,1681,149.99389565391994,6.0955097e-07,2.8518742e-14,0.5454773,296,41228.523,211.25122,True,False,False,False,19.019737,0,"ddf_cosmos, lowdust",40095.81,14.311754,61095.11258518338,,,,,,,,,,,0,,,False,2026022300167,4023.5725,0.011187815,1676.2953,0.010163772
11,0.7819352,-1.0,,,0.8388409,4.1,8.39.0,lsst.v10_0,Fail,,0,,,,,,,,,,,Fail,,,,,,,,881.7271,361.81064,False,False,g,24,False,2.3014202377602553,6.6424593e-07,93,313985344757301296,170050490680737883,-78.67429,165.3561,True,0.0,219.28627,0.055579863,40024.652,109.643135,1656,0.052049443,False,False,False,False,True,False,0.18757711,0.21850692,-0.082968876,-0.013495987,0.17688164,0.18767491,61095.11029494139,alert_cosmos,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2226.1875,1129.737,212.51543,False,False,False,,1681,149.99389583282775,6.796668e-07,1.3243409e-14,0.35639995,296,41348.508,212.37659,False,False,False,False,16.05455,0,"ddf_cosmos, lowdust",40220.035,14.931212,61095.11216757671,,20.967194,,,2.3014141562050683,,3136.1423,1.8199364,1.2602539,,0,149.99375201027394,,False,2026022300166,919.727,0.012305278,2442.4067,0.01185553
13,0.5681858,-1.0,,,0.8387585,4.1,8.39.0,lsst.v10_0,Fail,,0,,,,,,,,,,,Fail,,,,,,,,1357.8849,360.38855,True,False,g,29,True,2.3013986041608274,9.2796945e-06,86,313985344757301296,170050490542850120,,,False,,,,,,0,,True,False,False,False,False,False,0.10410403,0.21574481,-0.072536536,-0.011613912,0.18819606,0.19255176,61095.10982836946,alert_cosmos,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1969.7822,3469.0315,183.1656,True,False,False,,1681,149.9937318047161,7.78308e-06,-1.2988577e-11,0.6324234,296,28904.02,184.27545,True,False,False,False,18.591274,0,"ddf_cosmos, lowdust",25374.818,13.479386,61095.111683573836,,,,,,,,,,,0,,,False,2026022300165,2331.6868,0.13351378,2041.2631,0.17205572
11,0.56952214,-1.0,,,0.8388222,4.1,8.39.0,lsst.v10_0,Gaia DR3 3836275818263759616,0.4008,0,0.8226,,0.608,0,0.0,1.865,,,,,QSO,,,,,,,,1705.2742,362.8371,False,False,g,27,False,2.301418125051329,6.426662e-07,90,313985344757301296,170050490410729520,-91.87612,161.31154,True,0.0,215.3964,0.09203367,40671.305,107.6982,1863,,False,False,False,False,True,False,,0.21806075,,-0.013165212,,0.19060886,61095.109361112234,alert_cosmos,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2771.1917,1551.7224,212.48787,False,False,False,,1681,149.99389370294685,6.470042e-07,2.3869558e-15,0.558178,296,41990.227,211.9116,True,False,False,False,23.53243,0,"ddf_cosmos, lowdust",40426.59,15.982073,61095.111251776216,,,,,,,,,,,0,,,False,2026022300164,2859.8538,0.011644299,1360.9335,0.011543404
11,0.5648237,-1.0,,,0.83881825,4.1,8.39.0,lsst.v10_0,Fail,,0,,,,,,,,,,,Fail,,,,,,,,1803.5417,364.4337,False,False,g,27,False,2.30142047253325,6.609128e-07,95,313985344757301296,170050490279133215,-88.44916,147.38396,True,0.0,211.71095,0.0819584,40640.016,105.85548,1944,0.36912242,False,False,False,False,True,False,0.10298885,0.23278902,-0.04599458,-0.031310234,0.21014872,0.20794502,61095.10889287756,alert_cosmos,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2481.353,1646.9268,213.7749,False,False,False,,1681,149.9938975453609,6.6822577e-07,3.3309088e-15,0.65787256,296,41990.652,213.97365,False,False,False,False,22.918282,0,"ddf_cosmos, lowdust",40350.855,12.188494,61095.11075502604,,3.483566,,,2.301403243690624,,4463.2197,3.1296582,1.1627225,,0,149.99375693481892,,False,2026022300163,119.33103,0.012027264,1053.4481,0.011868266
11,0.6232829,-1.0,,,0.83884895,4.1,8.39.0,lsst.v10_0,Fail,,0,,,,,,,,,,,Fail,,,,,,,,1777.5295,368.16324,False,False,g,28,False,2.3014192638921704,7.388361e-07,94,313985344757301296,170050490144391251,-83.85775,146.43349,True,0.0,217.40836,0.056385353,40200.258,108.70418,1872,0.12088199,False,False,False,False,True,False,0.1332444,0.24718072,-0.10905175,-0.030549698,0.273328,0.22957052,61095.10842493411,alert_cosmos,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1998.8988,958.47815,216.09756,False,False,False,,1681,149.99389479773382,7.286479e-07,-3.849901e-15,0.2863701,296,41406.777,216.30719,False,False,False,False,14.498899,0,"ddf_cosmos, lowdust",40449.51,10.745553,61095.110206887955,,14.7705,,,2.3013752158395966,,3175.2866,3.6933286,1.5174927,,0,149.99374409784951,,False,2026022300162,3607.8801,0.0130890915,2829.5474,0.013295277
11,0.6200722,-1.0,,,0.83884597,4.1,8.39.0,lsst.v10_0,Gaia DR3 3836275818263759616,0.4008,0,0.8226,,0.608,0,0.0,1.865,,,,,QSO,,,,,,,,1694.9586,366.18542,False,False,g,28,False,2.3014184587381297,7.883323e-07,92,313985344757301296,170050490009124890,-85.43618,149.31462,True,0.0,234.47566,0.074293785,40254.355,117.23783,1944,0.5059712,False,False,False,False,True,False,0.13318467,0.26327914,-0.06616177,-0.020956954,0.21740898,0.2591892,61095.10795818802,alert_cosmos,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2163.0825,1015.4255,221.40567,False,False,False,,1681,149.99389386761484,7.7629596e-07,-3.638898e-15,0.39490497,296,41642.44,223.39116,False,False,False,False,15.903511,0,"ddf_cosmos, lowdust",40607.367,14.483227,61095.10967365031,,17.963005,,,2.3013952207207713,,3335.36,3.276734,1.2263011,,0,149.99373474902632,,False,2026022300161,128.99379,0.013948867,936.3314,0.014182399
11,0.61728907,-1.0,,,0.83884346,4.1,8.39.0,lsst.v10_0,Fail,,0,,,,,,,,,,,Fail,,,,,,,,1967.2578,371.73593,False,False,g,30,False,2.301416719742173,7.922919e-07,91,313985344757301296,170050489874382946,-97.13623,147.29672,True,0.0,235.45906,0.06143134,40331.266,117.72953,2016,0.38973364,False,False,False,False,True,False,0.114604264,0.2623338,-0.0029701914,-0.008062715,0.27523863,0.27312896,61095.10748965437,alert_cosmos,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2031.7594,1062.6614,225.82039,False,False,False,,1681,149.9938913427793,8.170588e-07,5.5141985e-15,0.25600255,296,41697.6,226.96362,False,False,False,False,15.597904,0,"ddf_cosmos, lowdust",40677.76,12.738677,61095.10918959687,,-6.57689,,,2.301357966081178,,3193.426,2.2526913,1.2507985,,0,149.99372908958773,,False,2026022300160,2107.7917,0.014698073,3524.2454,0.014236029
11,0.6652104,-1.0,,,0.83887786,4.1,8.39.0,lsst.v10_0,Fail,,0,,,,,,,,,,,Fail,,,,,,,,1523.0732,371.88956,False,False,g,31,False,2.301419013144321,7.868014e-07,52,313985344757301296,170050489719717994,-79.40608,149.1441,True,0.0,235.86414,0.061533827,40180.703,117.93207,1932,,False,False,False,False,True,False,,0.27375662,,-0.00992425,,0.2590825,61095.10702053385,alert_cosmos,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2117.3762,650.36774,224.93414,False,False,False,,1681,149.99389217196588,8.3477977e-07,6.382743e-15,0.30082715,296,41457.906,226.18364,True,False,False,False,14.884333,0,"ddf_cosmos, lowdust",40788.082,18.442131,61095.108721949975,,,,,,,,,,,0,,,False,2026022300159,2282.219,0.015015541,3294.219,0.014142155
11,0.59088284,-1.0,,,0.83884686,4.1,8.39.0,lsst.v10_0,Gaia DR3 3836275818263759616,0.4008,0,0.8226,,0.608,0,0.0,1.865,,,,,QSO,,,,,,,,1601.5388,373.6176,False,False,g,28,False,2.3014205037354776,8.178937e-07,94,313985344757301296,170050489607520321,-83.62125,139.8152,True,0.0,227.96405,0.07584699,40147.203,113.982025,2100,0.09894531,False,False,False,False,True,False,0.12846047,0.27331287,-0.04342875,-0.012292953,0.34275192,0.2649634,61095.106552146935,alert_cosmos,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2111.9055,1272.5748,225.96724,False,False,False,,1681,149.99389257612043,7.8796387e-07,-1.4655806e-15,0.57217634,296,41561.965,226.1071,False,False,False,False,16.019014,0,"ddf_cosmos, lowdust",40282.793,13.974208,61095.108205499055,,9.181993,,,2.301424078712305,,3562.4412,2.6370938,1.4754584,,0,149.9937422641271,,False,2026022300158,3150.3816,0.014165615,2263.0742,0.014704589
11,0.67661744,-1.0,,,0.8393277,4.1,8.39.0,lsst.v10_0,Fail,,0,,,,,,,,,,,Fail,,,,,,,,746.3474,664.75275,False,False,i,12,False,2.3013845268183832,3.929789e-05,90,313985344757301296,170050489471205465,,,False,,,,,,0,,False,False,False,False,False,False,,0.18843743,,-0.006244734,,0.18568155,61095.1046373645,alert_cosmos,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1814.8894,1567.6091,317.1733,False,False,False,,1681,149.99379329002946,2.9601742e-05,2.063548e-10,0.22692521,296,47087.58,311.91217,True,False,False,False,5.1007514,0,"ddf_cosmos, lowdust",45511.26,15.584234,61095.106541191286,,,,,,,,,,,0,,,False,2026022300157,3801.6248,0.720144,2574.1838,0.51439875
11,0.6808294,-1.0,,,0.8393537,4.1,8.39.0,lsst.v10_0,Fail,,0,,,,,,,,,,,Fail,,,,,,,,2716.2856,668.15344,False,False,i,13,False,2.301525818721089,5.4975648e-05,90,313985344757301296,170050489068552211,,,False,,,,,,0,0.11761979,False,False,False,False,False,False,0.06953532,0.20944804,-0.14189398,-0.010215615,0.37910673,0.17696701,61095.10313983078,alert_cosmos,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1684.7507,1762.0547,323.13855,False,False,False,,1681,149.99393110453047,5.2221334e-05,-7.914353e-10,0.27235213,296,49991.37,316.0866,False,False,False,False,5.568307,0,"ddf_cosmos, lowdust",48232.355,15.693793,61095.105094610204,,-18.473457,,,2.3015241577258996,,2094.3057,27.394997,1.8331515,,0,149.9939407415934,,False,2026022300154,752.20776,0.8183646,514.1988,1.0914625
11,0.65181446,-1.0,,,0.83936214,4.1,8.39.0,lsst.v10_0,Fail,,0,,,,,,,,,,,Fail,,,,,,,,1748.6167,673.5949,False,False,i,14,False,2.3014055092434695,2.4759729e-05,91,313985344757301296,170050488129552486,,,False,,,,,,0,0.17480499,False,False,False,False,False,False,0.20092298,0.21745262,-0.14059334,0.019966561,0.12324629,0.18547136,61095.09985955096,alert_cosmos,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1728.9774,1832.3628,332.2173,False,False,False,,1681,149.99378261826917,3.7365226e-05,2.9880334e-10,0.19222589,296,49147.6,329.07663,False,False,False,False,5.4993553,0,"ddf_cosmos, lowdust",47292.816,20.382622,61095.10151454741,,34.06026,,,2.301439650130864,,2018.9108,39.86072,1.5369041,,0,149.99381958314896,,False,2026022300147,2632.0708,0.6959125,3576.3643,0.40705186
11,0.6810757,-1.0,,,0.8359994,4.1,8.39.0,lsst.v10_0,Gaia DR3 3836275818263759616,0.4008,0,0.8226,,0.608,0,0.0,1.865,,,,,QSO,,,,,,,,1454.2284,378.23502,False,False,r,18,False,2.3014345103307803,1.4847584e-05,91,313985344757301296,170046106054951084,,,False,,,,,,0,0.69856894,False,False,False,False,False,False,0.028857807,0.1668799,-0.006060761,-0.0020902052,0.13166533,0.17487118,61094.19223963185,alert_cosmos,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1767.1409,2069.9001,227.60658,False,False,False,,1681,149.99386942682335,1.9250836e-05,1.823006e-10,0.27885428,296,45359.535,221.65564,False,False,False,False,8.690548,0,"ddf_cosmos, lowdust",43296.473,19.170202,61094.19401641181,,-120.44595,,,2.301425101672508,,1896.0946,60.278225,0.95764875,,0,149.99390229792485,,False,2026022200266,3776.6292,0.17837623,3781.9668,0.39917704
11,0.841259,-1.0,,,0.83600926,4.1,8.39.0,lsst.v10_0,Gaia DR3 3836275818263759616,0.4008,0,0.8226,,0.608,0,0.0,1.865,,,,,QSO,,,,,,,,1313.6216,375.22025,False,False,r,18,False,2.3013634840917954,1.4060246e-05,53,313985344757301296,170046105766592588,,,False,,,,,,0,,False,False,False,False,False,False,,0.1430115,,0.0015996501,,0.16059822,61094.19130889702,alert_cosmos,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1807.7784,1824.9889,191.53738,False,False,False,,1681,149.99400777775708,1.8200028e-05,9.737167e-11,0.23370619,296,32646.527,187.67247,True,False,False,False,9.653206,0,"ddf_cosmos, lowdust",30817.225,34.490295,61094.19299031095,,,,,,,,,,,0,,,False,2026022200264,152.85649,0.21761194,2179.5376,0.35180265
11,0.84400797,-1.0,,,0.835964,4.1,8.39.0,lsst.v10_0,Gaia DR3 3836275818263759616,0.4008,0,0.8226,,0.608,0,0.0,1.865,,,,,QSO,,,,,,,,1017.49945,375.23236,False,False,r,20,False,2.301482138483253,1.2573124e-05,93,313985344757301296,170046105653346406,,,False,,,,,,0,0.89417315,False,False,False,False,False,False,0.054395553,0.17270179,0.003916344,0.00410569,0.028873831,0.15249448,61094.19068603684,alert_cosmos,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1670.6172,2043.1738,219.06274,False,False,False,,1681,149.99392768790787,1.2729918e-05,-9.0797796e-13,0.3135675,296,43368.363,215.24187,False,False,False,False,9.076194,0,"ddf_cosmos, lowdust",41307.67,35.575653,61094.19245209967,,20.878452,,,2.3014769029021394,,1803.0773,29.646809,0.5203245,,0,149.99390619564036,,False,2026022200263,1128.1619,0.22598393,2174.1738,0.22908507
