f:clf_cats_class,f:clf_cats_score,f:clf_earlySNIa_score,f:clf_elephant_kstest_science,f:clf_elephant_kstest_template,f:clf_snnSnVsOthers_score,f:fink_broker_version,f:fink_science_version,f:lsst_schema_version,f:xm_gaiadr3_DR3Name,f:xm_gaiadr3_Plx,f:xm_gaiadr3_VarFlag,f:xm_gaiadr3_e_Plx,f:xm_gcvs_type,f:xm_legacydr8_e_zphot,f:xm_legacydr8_fqual,f:xm_legacydr8_pstar,f:xm_legacydr8_zphot,f:xm_mangrove_2MASS_name,f:xm_mangrove_HyperLEDA_name,f:xm_mangrove_ang_dist,f:xm_mangrove_lum_dist,f:xm_simbad_otype,f:xm_spicy_class,f:xm_tns_fullname,f:xm_tns_redshift,f:xm_tns_type,f:xm_vsx_Type,f:xm_x3hsp_type,f:xm_x4lac_type,r:apFlux,r:apFluxErr,r:apFlux_flag,r:apFlux_flag_apertureTruncated,r:band,r:bboxSize,r:centroid_flag,r:dec,r:decErr,r:detector,r:diaObjectId,r:diaSourceId,r:dipoleAngle,r:dipoleChi2,r:dipoleFitAttempted,r:dipoleFluxDiff,r:dipoleFluxDiffErr,r:dipoleLength,r:dipoleMeanFlux,r:dipoleMeanFluxErr,r:dipoleNdata,r:extendedness,r:forced_PsfFlux_flag,r:forced_PsfFlux_flag_edge,r:forced_PsfFlux_flag_noGoodPixels,r:glint_trail,r:isDipole,r:isNegative,r:ixx,r:ixxPSF,r:ixy,r:ixyPSF,r:iyy,r:iyyPSF,r:midpointMjdTai,r:observation_reason,r:parentDiaSourceId,r:pixelFlags,r:pixelFlags_bad,r:pixelFlags_cr,r:pixelFlags_crCenter,r:pixelFlags_edge,r:pixelFlags_injected,r:pixelFlags_injectedCenter,r:pixelFlags_injected_template,r:pixelFlags_injected_templateCenter,r:pixelFlags_interpolated,r:pixelFlags_interpolatedCenter,r:pixelFlags_nodata,r:pixelFlags_nodataCenter,r:pixelFlags_offimage,r:pixelFlags_saturated,r:pixelFlags_saturatedCenter,r:pixelFlags_streak,r:pixelFlags_streakCenter,r:pixelFlags_suspect,r:pixelFlags_suspectCenter,r:psfChi2,r:psfFlux,r:psfFluxErr,r:psfFlux_flag,r:psfFlux_flag_edge,r:psfFlux_flag_noGoodPixels,r:psfLnL,r:psfNdata,r:ra,r:raErr,r:ra_dec_Cov,r:reliability,r:salt,r:scienceFlux,r:scienceFluxErr,r:shape_flag,r:shape_flag_no_pixels,r:shape_flag_not_contained,r:shape_flag_parent_source,r:snr,r:ssObjectId,r:target_name,r:templateFlux,r:templateFluxErr,r:timeProcessedMjdTai,r:timeWithdrawnMjdTai,r:trailAngle,r:trailAngleErr,r:trailChi2,r:trailDec,r:trailDecErr,r:trailFlux,r:trailFluxErr,r:trailLength,r:trailLengthErr,r:trailNdata,r:trailRa,r:trailRaErr,r:trail_flag_edge,r:visit,r:x,r:xErr,r:y,r:yErr
11,0.9177498,-1.0,,,0.8359994,4.1,8.39.0,lsst.v10_0,Gaia DR3 3836275818263759616,0.4008,0,0.8226,,0.608,0,0.0,1.865,,,,,QSO,,,,,,,,1503.9756,374.1403,False,False,r,17,False,2.3015527463538006,2.1369378e-05,93,313985344757301296,170046105384910954,,,False,,,,,,0,0.64175606,False,False,False,False,False,False,0.101909004,0.17299171,0.0031917072,0.00075019134,0.04693463,0.13504809,61094.18973357497,alert_cosmos,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1593.8876,1662.0348,197.40967,False,False,False,,1681,149.9938931260101,1.32068835e-05,1.052695e-10,0.23391189,296,35231.9,193.31961,False,False,False,False,8.197231,0,"ddf_cosmos, lowdust",33549.03,27.450754,61094.19151866929,,21.674768,,,2.3015496476491033,,1567.1438,5.3277307,0.740504,,0,149.993897213078,,False,2026022200261,3252.933,0.3987285,1809.6812,0.21239133
11,0.93068206,-1.0,,,0.835964,4.1,8.39.0,lsst.v10_0,Gaia DR3 3836275818263759616,0.4008,0,0.8226,,0.608,0,0.0,1.865,,,,,QSO,,,,,,,,1307.6726,374.49158,True,False,r,16,True,2.3014382407914082,5.6049797e-05,95,313985344757301296,170046105251741723,,,False,,,,,,0,,True,False,False,False,False,False,0.045685697,0.18953125,0.054484595,-0.01207386,0.1290924,0.14526497,61094.18926931967,alert_cosmos,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1649.6892,1309.2614,219.95096,True,False,False,,1681,149.99392559565274,0.00010695899,-3.855469e-09,0.30247113,296,45270.75,215.71147,True,False,False,False,5.978367,0,"ddf_cosmos, lowdust",43918.008,39.73973,61094.19103578259,,,,,,,,,,,0,,,False,2026022200260,37.704487,0.7253855,575.4319,2.0469892
11,0.6892869,-1.0,,,0.8360367,4.1,8.39.0,lsst.v10_0,Gaia DR3 3836275818263759616,0.4008,0,0.8226,,0.608,0,0.0,1.865,,,,,QSO,,,,,,,,2015.2281,373.92557,False,False,r,18,False,2.3014459387889965,1.4092696e-05,94,313985344757301296,170046105116999804,,,False,,,,,,0,0.53448814,False,False,False,False,False,False,0.107351445,0.18438543,0.027746508,-0.005109606,0.06660133,0.12790503,61094.18877846857,alert_cosmos,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1643.0577,2221.538,221.89853,False,False,False,,1681,149.99388209651872,1.1831706e-05,3.3318202e-11,0.29639497,296,46894.51,217.65303,False,False,False,False,9.856643,0,"ddf_cosmos, lowdust",44662.047,43.01408,61094.19130537825,,51.19251,,,2.3014520561153673,,2153.2097,9.413253,0.8215517,,0,149.99388733510054,,False,2026022200259,3690.5854,0.26286945,3404.594,0.20100659
11,0.6941105,-1.0,,,0.8360281,4.1,8.39.0,lsst.v10_0,Gaia DR3 3836275818263759616,0.4008,0,0.8226,,0.608,0,0.0,1.865,,,,,QSO,,,,,,,,897.8591,374.83286,False,False,r,16,False,2.301488297321118,1.3099804e-05,91,313985344757301296,170046104981209213,,,False,,,,,,0,0.6759177,False,False,False,False,False,False,0.082807876,0.17154032,0.01629154,-0.004257852,0.059137702,0.13743883,61094.18831357907,alert_cosmos,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1672.8735,2102.589,214.82933,False,False,False,,1681,149.99386725465175,1.1329168e-05,3.1220936e-11,0.27662104,296,43036.836,211.34627,False,False,False,False,9.817417,0,"ddf_cosmos, lowdust",40910.723,38.54531,61094.19001100058,,54.64285,,,2.301473247683011,,1964.0636,28.68306,0.64462525,,0,149.99386749443914,,False,2026022200258,2829.2756,0.2465588,3646.4153,0.190327
11,0.9113079,-1.0,,,0.835964,4.1,8.39.0,lsst.v10_0,Gaia DR3 3836275818263759616,0.4008,0,0.8226,,0.608,0,0.0,1.865,,,,,QSO,,,,,,,,1556.0991,377.97314,False,False,r,16,False,2.301496645409067,5.6378703e-05,98,313985344757301296,170046104582225954,,,False,,,,,,0,0.9945042,False,False,False,False,False,False,0.31400004,0.162658,-0.116852745,0.003836695,0.3734797,0.1587237,61094.1868908294,alert_cosmos,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1641.9093,1006.57434,207.64188,False,False,False,,1681,149.99396115930895,5.1497194e-05,8.2757784e-10,0.26100835,296,38776.008,203.02364,False,False,False,False,5.2764316,0,"ddf_cosmos, lowdust",37767.4,23.831488,61094.188593125466,,-15.948889,,,2.3015200359518295,,1240.2761,24.844006,1.5530888,,0,149.99395171835832,,False,2026022200255,1174.1559,1.1062179,511.78702,0.8136477
21,0.44864318,-1.0,,,0.8358784,4.1,8.39.0,lsst.v10_0,Gaia DR3 3836275818263759616,0.4008,0,0.8226,,0.608,0,0.0,1.865,,,,,QSO,,,,,,,,1992.8345,267.70538,False,False,g,28,False,2.3014204593236878,5.714548e-07,93,313985344757301296,170046102029467654,-68.30153,92.93232,True,0.0,173.33621,0.04588386,39745.65,86.668106,2028,0.12110114,False,False,False,False,True,False,0.2611611,0.24916495,-0.09488809,-0.023799552,0.13753232,0.21915592,61094.17487627909,alert_cosmos,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2040.9061,1688.0753,192.74265,False,False,False,,1681,149.99389983743993,5.776259e-07,1.032132e-14,0.4252166,296,41246.168,186.22679,False,False,False,False,16.54443,0,"ddf_cosmos, lowdust",39576.05,10.100505,61094.17682386143,,26.09447,,,2.3014403976010365,,3056.0173,1.2985482,1.4376532,,0,149.99378270040927,,False,2026022200236,3862.857,0.010498976,220.91882,0.010156967
11,0.66960645,-1.0,,,0.83587253,4.1,8.39.0,lsst.v10_0,Gaia DR3 3836275818263759616,0.4008,0,0.8226,,0.608,0,0.0,1.865,,,,,QSO,,,,,,,,1707.1575,268.83194,False,False,g,28,False,2.3014176758586538,5.9988645e-07,93,313985344757301296,170046101895249967,-88.72731,98.12965,True,0.0,185.52438,0.05369151,40757.45,92.76219,2025,,False,False,False,False,True,False,,0.24242522,,-0.013372999,,0.22891748,61094.17441096142,alert_cosmos,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2135.5974,1848.989,196.75143,False,False,False,,1681,149.9938988900246,6.006981e-07,1.1946672e-15,0.3741333,296,42437.035,193.99127,True,False,False,False,19.24428,0,"ddf_cosmos, lowdust",40595.895,9.8991995,61094.17637197298,,,,,,,,,,,0,,,False,2026022200235,1396.7765,0.010812568,1371.118,0.010772747
11,0.6271847,-1.0,,,0.83587253,4.1,8.39.0,lsst.v10_0,Gaia DR3 3836275818263759616,0.4008,0,0.8226,,0.608,0,0.0,1.865,,,,,QSO,,,,,,,,1688.978,265.76337,False,False,g,27,False,2.3014200375931426,6.780041e-07,83,313985344757301296,170046101755789419,-78.34995,99.89708,True,0.0,193.66673,0.048720717,40360.066,96.83337,1875,0.76842964,False,False,False,False,True,False,0.10831927,0.25091407,-0.036029536,-0.010353363,0.15416488,0.2551655,61094.17394839073,alert_cosmos,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1967.8777,1779.8734,197.09454,False,False,False,,1681,149.9938976908029,6.711302e-07,-7.339079e-15,0.39236262,296,42261.516,194.02716,False,False,False,False,15.889909,0,"ddf_cosmos, lowdust",40486.7,8.557865,61094.176046511915,,-0.36673534,,,2.3014425325937085,,2678.5789,1.6218575,0.9296382,,0,149.99378716688358,,False,2026022200234,2275.021,0.012015241,3696.9937,0.012245368
11,0.63680685,-1.0,,,0.83587253,4.1,8.39.0,lsst.v10_0,Gaia DR3 3836275818263759616,0.4008,0,0.8226,,0.608,0,0.0,1.865,,,,,QSO,,,,,,,,1581.492,268.81808,False,False,g,28,False,2.3014214877230112,6.429415e-07,90,313985344757301296,170046101625241711,-61.16501,94.81117,True,0.0,191.10623,0.039958373,40585.625,95.553116,1944,0.56855315,False,False,False,False,True,False,0.1179035,0.25359124,0.06149245,0.030101538,0.21283676,0.2639011,61094.17316665963,alert_cosmos,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1902.7673,1687.8988,198.90636,False,False,False,,1681,149.99389803603881,6.42135e-07,-3.0305556e-15,0.375944,296,42402.64,196.3126,False,False,False,False,13.742472,0,"ddf_cosmos, lowdust",40709.35,12.768423,61094.17518686509,,23.289238,,,2.301448238559934,,2537.508,2.2805846,1.2147202,,0,149.99380028080168,,False,2026022200233,3041.344,0.011596182,2215.2969,0.011509965
11,0.64295673,-1.0,,,0.83587253,4.1,8.39.0,lsst.v10_0,Gaia DR3 3836275818263759616,0.4008,0,0.8226,,0.608,0,0.0,1.865,,,,,QSO,,,,,,,,1380.0688,268.38092,False,False,g,29,False,2.3014183719473125,5.578378e-07,91,313985344757301296,170046101491548223,-78.59312,99.622955,True,0.0,179.7362,0.049874935,40564.227,89.8681,2028,,False,False,False,False,True,False,,0.20701265,,0.031398788,,0.22102843,61094.17270278622,alert_cosmos,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2124.835,1708.9906,195.2262,False,False,False,,1681,149.99389866820155,5.594842e-07,3.36117e-15,0.36847922,296,42131.562,192.89256,True,False,False,False,16.700022,0,"ddf_cosmos, lowdust",40403.37,14.073125,61094.17461273837,,,,,,,,,,,0,,,False,2026022200232,3242.4778,0.009987998,1642.1628,0.010100193
21,0.63102293,-1.0,,,0.8358784,4.1,8.39.0,lsst.v10_0,Gaia DR3 3836275818263759616,0.4008,0,0.8226,,0.608,0,0.0,1.865,,,,,QSO,,,,,,,,1518.7839,271.1848,False,False,g,22,False,2.3014488486145024,1.8853965e-05,91,313985344757301296,170046101357330549,,,False,,,,,,0,,False,False,False,False,False,False,,0.22319987,,0.023734335,,0.21854885,61094.17220403766,alert_cosmos,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1674.5415,1711.922,183.5898,False,False,False,,1681,149.993801770594,1.9899502e-05,5.200485e-11,0.33733305,296,36757.848,180.9542,True,False,False,False,9.195394,0,"ddf_cosmos, lowdust",35052.83,11.6883135,61094.17416154171,,,,,,,,,,,0,,,False,2026022200231,384.62622,0.3215791,3694.6733,0.3735084
11,0.4172844,-1.0,,,0.83587253,4.1,8.39.0,lsst.v10_0,Gaia DR3 3836275818263759616,0.4008,0,0.8226,,0.608,0,0.0,1.865,,,,,QSO,,,,,,,,1811.0812,271.50833,False,False,g,28,False,2.301423186866602,6.7999474e-07,95,313985344757301296,170046101225209941,-59.372593,102.466866,True,0.0,200.31721,0.05056386,41047.055,100.15861,1950,0.5058061,False,False,False,False,True,False,0.12595694,0.26262283,0.09147799,0.038196005,0.2228536,0.2576643,61094.17173853671,alert_cosmos,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1988.7958,1951.4855,201.78577,False,False,False,,1681,149.9938964943332,6.6166143e-07,-2.3952152e-14,0.3992868,296,43004.277,199.45781,False,False,False,False,15.4990225,0,"ddf_cosmos, lowdust",41056.477,14.919568,61094.173616422755,,27.512886,,,2.301471625299563,,2976.7454,3.3481185,1.3676714,,0,149.99381515727885,,False,2026022200230,299.09637,0.012417954,2903.7815,0.011695698
21,0.33550587,-1.0,,,0.83587253,4.1,8.39.0,lsst.v10_0,Gaia DR3 3836275818263759616,0.4008,0,0.8226,,0.608,0,0.0,1.865,,,,,QSO,,,,,,,,1259.9106,269.7228,False,False,g,28,False,2.3014192457486433,7.204919e-07,95,313985344757301296,170046100956774427,-95.3747,107.979004,True,0.0,201.37381,0.04985348,40652.207,100.686905,2025,0.87877005,False,False,False,False,True,False,0.13025951,0.26739708,0.023570122,0.039269734,0.0851781,0.24143207,61094.17076685547,alert_cosmos,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2191.266,1817.4043,198.18582,False,False,False,,1681,149.99389729643042,6.7625825e-07,-3.7836664e-14,0.2658659,296,42431.402,195.79674,False,False,False,False,15.391482,0,"ddf_cosmos, lowdust",40603.11,8.770493,61094.172664822465,,-2.25227,,,2.301391998757468,,2656.0605,2.5210657,0.8166994,,0,149.9937980516037,,False,2026022200228,334.55597,0.013176936,1079.981,0.011918505
21,0.4062815,-1.0,,,0.83587086,4.1,8.39.0,lsst.v10_0,Gaia DR3 3836275818263759616,0.4008,0,0.8226,,0.608,0,0.0,1.865,,,,,QSO,,,,,,,,1975.9343,270.28183,False,False,g,25,False,2.3014056688229436,3.2050953e-05,53,313985344757301296,170046100800536670,,,False,,,,,,0,0.4336816,False,False,False,False,False,False,0.14292186,0.26362413,0.097055115,0.029462405,0.5020982,0.23120788,61094.17029384519,alert_cosmos,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1788.8239,1668.6107,198.9287,False,False,False,,1681,149.9938649728319,4.640925e-05,5.539541e-10,0.464222,296,41965.844,196.71925,False,False,False,False,8.263005,0,"ddf_cosmos, lowdust",40342.41,11.1567955,61094.17254831742,,53.55165,,,2.301410462973939,,1901.3524,8.960309,1.9061207,,0,149.99386409212494,,False,2026022200227,333.29385,0.5087529,3146.5835,0.87729466
21,0.46197966,-1.0,,,0.83588356,4.1,8.39.0,lsst.v10_0,Gaia DR3 3836275818263759616,0.4008,0,0.8226,,0.608,0,0.0,1.865,,,,,QSO,,,,,,,,1187.4982,268.97983,False,False,g,29,False,2.301421271009065,6.230423e-07,51,313985344757301296,170046100665270405,-68.40599,98.16978,True,0.0,184.30972,0.052285273,39735.5,92.15486,2349,0.050803527,False,False,False,False,True,False,0.21447036,0.24346589,0.14833677,0.033340048,0.2156938,0.23124355,61094.16982731434,alert_cosmos,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2183.6934,1968.7015,197.08247,False,False,False,,1681,149.9939029130194,5.919076e-07,-1.5112242e-14,0.4252441,296,41346.58,190.74261,False,False,False,False,16.970661,0,"ddf_cosmos, lowdust",39390.285,10.035296,61094.17233389056,,25.793911,,,2.3014436805125316,,3279.1873,3.1894314,1.6077255,,0,149.9938171050207,,False,2026022200226,3470.1174,0.01127849,3770.2527,0.010562867
21,0.51582116,-1.0,,,0.83588356,4.1,8.39.0,lsst.v10_0,Gaia DR3 3836275818263759616,0.4008,0,0.8226,,0.608,0,0.0,1.865,,,,,QSO,,,,,,,,1758.1364,268.99542,False,False,g,28,False,2.301416654519928,6.68272e-07,97,313985344757301296,170046100555169854,-86.311035,85.89947,True,0.0,187.6094,0.0448754,40244.457,93.8047,2106,0.08561473,False,False,False,False,True,False,0.40334946,0.2762405,0.18953119,0.014591016,0.19920687,0.26404777,61094.169335494546,alert_cosmos,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1916.6809,1449.3287,200.52426,False,False,False,,1681,149.99389919886679,6.654046e-07,-1.2715695e-15,0.33323118,296,42003.254,198.1505,False,False,False,False,12.966921,0,"ddf_cosmos, lowdust",40538.363,10.443897,61094.171203623635,,14.112773,,,2.3014029027844525,,2645.9304,1.9946855,1.9279891,,0,149.99379545481338,,False,2026022200225,1876.8762,0.012020888,2111.9087,0.011958301
21,0.3891051,-1.0,,,0.8358629,4.1,8.39.0,lsst.v10_0,Gaia DR3 3836275818263759616,0.4008,0,0.8226,,0.608,0,0.0,1.865,,,,,QSO,,,,,,,,2028.5017,270.22,False,False,g,25,False,2.301401581139742,1.6108352e-05,92,313985344757301296,170046100418330669,,,False,,,,,,0,0.5830053,False,False,False,False,False,False,0.22788845,0.27984503,0.057946276,0.017558642,0.12895525,0.27407524,61094.1688732014,alert_cosmos,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1758.7949,2596.9106,191.6958,False,False,False,,1681,149.99379004530877,1.2115183e-05,-2.8300898e-11,0.4673503,296,37760.457,190.59694,False,False,False,False,13.3484535,0,"ddf_cosmos, lowdust",35148.21,11.615185,61094.17079312002,,11.418783,,,2.3014029974441814,,2540.31,20.546144,1.2139513,,0,149.99380262446616,,False,2026022200224,111.84264,0.29338133,1876.9121,0.2128117
21,0.45506597,-1.0,,,0.83587253,4.1,8.39.0,lsst.v10_0,Gaia DR3 3836275818263759616,0.4008,0,0.8226,,0.608,0,0.0,1.865,,,,,QSO,,,,,,,,1870.1892,270.28348,False,False,g,25,False,2.301489942702909,1.6868355e-05,97,313985344757301296,170046100286734407,,,False,,,,,,0,0.055078354,False,False,False,False,False,False,0.17546897,0.28207654,0.11526388,0.03870436,0.31247982,0.2552761,61094.16840422245,alert_cosmos,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1698.7585,2018.963,189.87202,False,False,False,,1681,149.99382679900347,1.932709e-05,1.761694e-11,0.48267102,296,37390.0,188.51686,False,False,False,False,10.049574,0,"ddf_cosmos, lowdust",35348.508,9.229181,61094.17049205346,,49.57569,,,2.3014916318247343,,2095.9543,13.567089,1.5700905,,0,149.99383991319561,,False,2026022200223,555.30884,0.30147594,2456.8484,0.34909952
21,0.44603097,-1.0,,,0.83587086,4.1,8.39.0,lsst.v10_0,Gaia DR3 3836275818263759616,0.4008,0,0.8226,,0.608,0,0.0,1.865,,,,,QSO,,,,,,,,1635.4474,272.23416,False,False,g,26,False,2.3014405311176858,2.4331495e-05,95,313985344757301296,170046100151468100,,,False,,,,,,0,,False,False,False,False,False,False,,0.2786386,,0.01868725,,0.24545275,61094.167940492975,alert_cosmos,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1776.7908,2112.806,191.9624,False,False,False,,1681,149.99380764518912,1.3328144e-05,-5.517222e-11,0.394475,296,38396.6,191.19733,True,False,False,False,10.6204405,0,"ddf_cosmos, lowdust",36245.684,8.775858,61094.16995435341,,,,,,,,,,,0,,,False,2026022200222,711.73444,0.44008556,2346.647,0.23470646
21,0.5349873,-1.0,,,0.83587414,4.1,8.39.0,lsst.v10_0,Gaia DR3 3836275818263759616,0.4008,0,0.8226,,0.608,0,0.0,1.865,,,,,QSO,,,,,,,,3230.219,1030.8969,False,False,z,12,False,2.3014090960509845,3.5130724e-05,98,313985344757301296,170046094247460911,,,False,,,,,,0,0.03913424,False,False,False,False,False,False,0.25852987,0.20641832,0.1115529,-0.005564381,0.15950963,0.1766263,61094.14285959945,alert_cosmos,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1639.6018,2367.2053,470.00034,False,False,False,,1681,149.9938070323934,3.66221e-05,1.6776348e-10,0.48530447,296,54042.363,462.44092,False,False,False,False,5.0066733,0,"ddf_cosmos, lowdust",51627.844,35.942448,61094.144580404245,,86.9097,,,2.301403016150162,,2705.6587,40.165756,1.487841,,0,149.99382281273532,,False,2026022200178,1408.5137,0.68827134,1114.9352,0.59981716
21,0.54820114,-1.0,,,0.8358224,4.1,8.39.0,lsst.v10_0,Gaia DR3 3836275818263759616,0.4008,0,0.8226,,0.608,0,0.0,1.865,,,,,QSO,,,,,,,,2021.0287,272.45404,False,False,g,26,False,2.3014204527860573,5.7597504e-07,91,313985344757301296,170046093975355493,-73.09714,103.41971,True,0.0,178.86844,0.05014146,40499.844,89.43422,1794,0.25918728,False,False,False,False,True,False,0.22681257,0.22022787,0.029808776,0.009376026,0.077701196,0.18274724,61094.14056508511,alert_cosmos,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2229.6328,1730.017,196.01808,False,False,False,,1681,149.99389418725812,5.069244e-07,6.6624583e-15,0.26925394,296,42162.71,193.9001,False,False,False,False,19.249674,0,"ddf_cosmos, lowdust",40434.03,16.140585,61094.14220151286,,15.934898,,,2.301433157596775,,3213.8098,2.309296,1.2204313,,0,149.9937859590441,,False,2026022200176,1850.5825,0.0103639765,3252.7937,0.009103766
21,0.60877,-1.0,,,0.83583355,4.1,8.39.0,lsst.v10_0,Gaia DR3 3836275818263759616,0.4008,0,0.8226,,0.608,0,0.0,1.865,,,,,QSO,,,,,,,,2080.0554,270.0205,False,False,g,27,False,2.301418871779874,5.295123e-07,90,313985344757301296,170046093840613475,-80.62728,95.27075,True,0.0,171.97972,0.055767562,40220.06,85.98986,1716,0.2678267,False,False,False,False,True,False,0.2192779,0.2259864,0.0208605,0.008915129,0.08861736,0.18301657,61094.14008999893,alert_cosmos,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2289.7363,1434.0493,193.32297,False,False,False,,1681,149.99389617377247,4.9318976e-07,5.2482123e-15,0.32214198,296,41787.49,190.542,False,False,False,False,18.874474,0,"ddf_cosmos, lowdust",40367.297,14.131671,61094.142187463716,,16.729662,,,2.301414678874081,,3240.9895,1.9926639,1.1472014,,0,149.99376756169724,,False,2026022200175,3604.3008,0.009532449,2112.3904,0.00885484
21,0.5979004,-1.0,,,0.8358265,4.1,8.39.0,lsst.v10_0,Gaia DR3 3836275818263759616,0.4008,0,0.8226,,0.608,0,0.0,1.865,,,,,QSO,,,,,,,,1670.0482,270.84958,False,False,g,28,False,2.3014215962767586,5.7012977e-07,51,313985344757301296,170046093685948515,-77.08375,83.038925,True,0.0,170.5746,0.06457814,40657.71,85.2873,2184,0.39533347,False,False,False,False,True,False,0.25395334,0.24887452,0.013027365,0.0203783,0.07252547,0.21426474,61094.13962644496,alert_cosmos,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2257.3271,1618.0525,196.81429,False,False,False,,1681,149.9938955837818,5.289415e-07,9.147709e-15,0.23158346,296,42108.605,193.94543,False,False,False,False,19.924849,0,"ddf_cosmos, lowdust",40493.805,10.589248,61094.14157648882,,15.134419,,,2.301437335395007,,3426.0269,3.0046382,1.2949945,,0,149.99377994195837,,False,2026022200174,2889.1082,0.0102791125,2554.7988,0.009482486
21,0.5811213,-1.0,,,0.8358154,4.1,8.39.0,lsst.v10_0,Gaia DR3 3836275818263759616,0.4008,0,0.8226,,0.608,0,0.0,1.865,,,,,QSO,,,,,,,,1526.8708,271.9969,False,False,g,30,False,2.3014154050996534,5.56197e-07,90,313985344757301296,170046093572178058,-84.324814,87.22094,True,0.0,176.27592,0.08611421,40478.367,88.13796,2520,0.3156936,False,False,False,False,True,False,0.22545746,0.24074765,0.098611794,0.037050642,0.14348128,0.25041845,61094.13908838856,alert_cosmos,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2766.4497,1925.1693,197.26506,False,False,False,,1681,149.99389774789756,5.9207133e-07,1.2774561e-14,0.3071048,296,41996.816,194.21654,False,False,False,False,23.256393,0,"ddf_cosmos, lowdust",40052.887,9.501499,61094.14126274279,,17.85989,,,2.301409483528056,,4179.0938,4.4437213,1.3931099,,0,149.9937805215005,,False,2026022200173,1649.2804,0.009941438,3944.7085,0.010700212
21,0.57606816,-1.0,,,0.83583605,4.1,8.39.0,lsst.v10_0,Gaia DR3 3836275818263759616,0.4008,0,0.8226,,0.608,0,0.0,1.865,,,,,QSO,,,,,,,,1839.391,274.30942,False,False,g,32,False,2.301419852174196,7.839147e-07,91,313985344757301296,170046093438484518,-81.18891,80.84997,True,0.0,200.49513,0.057146214,40712.676,100.24757,2604,0.56219125,False,False,False,False,True,False,0.32076365,0.34493986,0.09398659,0.04622919,0.1384917,0.32494062,61094.13862435321,alert_cosmos,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1966.7632,2038.0276,209.50484,False,False,False,,1681,149.99389748756545,7.62834e-07,-7.543684e-15,0.30693692,296,42789.426,208.1909,False,False,False,False,16.422953,0,"ddf_cosmos, lowdust",40750.453,8.461148,61094.14056670668,,10.411223,,,2.3014451440591612,,3204.9224,2.4447021,1.5451306,,0,149.99378187060802,,False,2026022200172,1209.6285,0.014112998,1583.7493,0.013696918
21,0.65621483,-1.0,,,0.83583605,4.1,8.39.0,lsst.v10_0,Gaia DR3 3836275818263759616,0.4008,0,0.8226,,0.608,0,0.0,1.865,,,,,QSO,,,,,,,,1712.1123,276.60156,False,False,g,37,False,2.301421098532332,8.4041886e-07,93,313985344757301296,170046093305315339,-81.778435,74.703835,True,0.0,202.073,0.06238204,39686.21,101.0365,3150,0.5801426,False,False,False,False,True,False,0.27880135,0.3833557,0.09100591,0.027718144,0.25142792,0.37687153,61094.1381581989,alert_cosmos,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1968.9359,1396.0895,214.14087,False,False,False,,1681,149.9938990668958,8.336093e-07,-2.0085383e-15,0.20043732,296,41304.62,208.25911,False,False,False,False,15.709059,0,"ddf_cosmos, lowdust",39943.77,6.438525,61094.14003616778,,30.860804,,,2.301417516380608,,2934.606,1.4733896,1.3579545,,0,149.99370418611318,,False,2026022200171,3688.8489,0.015113688,408.27188,0.014984985
